timestamp,latency_ms,packet_loss
2026-02-24 22:10:45,39,0
2026-02-24 22:10:46,49,0
2026-02-24 22:10:47,51,1
2026-02-24 22:10:48,56,0
2026-02-24 22:10:49,45,1
2026-02-24 22:10:50,60,0
2026-02-24 22:10:51,52,0
2026-02-24 22:10:52,64,1
2026-02-24 22:10:53,57,0
2026-02-24 22:10:54,48,0
2026-02-24 22:10:55,49,0
2026-02-24 22:10:56,42,0
2026-02-24 22:10:57,53,1
2026-02-24 22:10:58,51,2
2026-02-24 22:10:59,37,1
2026-02-24 22:11:00,56,0
2026-02-24 22:11:01,63,1
2026-02-24 22:11:02,48,0
2026-02-24 22:11:03,42,0
2026-02-24 22:11:04,48,0
2026-02-24 22:11:05,52,0
2026-02-24 22:11:06,44,0
2026-02-24 22:11:07,55,1
2026-02-24 22:11:08,61,2
2026-02-24 22:11:09,78,1
2026-02-24 22:11:10,43,0
2026-02-24 22:11:11,54,0
2026-02-24 22:11:12,70,0
2026-02-24 22:11:13,59,0
2026-02-24 22:11:14,49,0
2026-02-24 22:11:15,52,1
2026-02-24 22:11:16,43,2
2026-02-24 22:11:17,62,1
2026-02-24 22:11:18,38,0
2026-02-24 22:11:19,35,1
2026-02-24 22:11:20,52,1
2026-02-24 22:11:21,49,0
2026-02-24 22:11:22,45,1
2026-02-24 22:11:23,50,0
2026-02-24 22:11:24,57,3
2026-02-24 22:11:25,49,0
2026-02-24 22:11:26,57,2
2026-02-24 22:11:27,40,0
2026-02-24 22:11:28,48,0
2026-02-24 22:11:29,41,1
2026-02-24 22:11:30,60,0
2026-02-24 22:11:31,51,0
2026-02-24 22:11:32,42,0
2026-02-24 22:11:33,55,2
2026-02-24 22:11:34,46,0
2026-02-24 22:11:35,57,0
2026-02-24 22:11:36,57,1
2026-02-24 22:11:37,41,1
2026-02-24 22:11:38,35,0
2026-02-24 22:11:39,55,0
2026-02-24 22:11:40,55,0
2026-02-24 22:11:41,43,0
2026-02-24 22:11:42,59,2
2026-02-24 22:11:43,59,0
2026-02-24 22:11:44,39,0
2026-02-24 22:11:45,57,0
2026-02-24 22:11:46,48,0
2026-02-24 22:11:47,36,0
2026-02-24 22:11:48,63,0
2026-02-24 22:11:49,30,0
2026-02-24 22:11:50,39,0
2026-02-24 22:11:51,60,0
2026-02-24 22:11:52,55,2
2026-02-24 22:11:53,45,1
2026-02-24 22:11:54,58,1
2026-02-24 22:11:55,46,0
2026-02-24 22:11:56,35,0
2026-02-24 22:11:57,51,2
2026-02-24 22:11:58,50,2
2026-02-24 22:11:59,45,0
2026-02-24 22:12:00,49,0
2026-02-24 22:12:01,45,1
2026-02-24 22:12:02,58,1
2026-02-24 22:12:03,45,1
2026-02-24 22:12:04,59,1
2026-02-24 22:12:05,49,0
2026-02-24 22:12:06,58,0
2026-02-24 22:12:07,61,0
2026-02-24 22:12:08,48,0
2026-02-24 22:12:09,62,2
2026-02-24 22:12:10,56,0
2026-02-24 22:12:11,48,0
2026-02-24 22:12:12,45,0
2026-02-24 22:12:13,53,0
2026-02-24 22:12:14,49,0
2026-02-24 22:12:15,61,3
2026-02-24 22:12:16,35,0
2026-02-24 22:12:17,40,0
2026-02-24 22:12:18,40,0
2026-02-24 22:12:19,49,0
2026-02-24 22:12:20,41,1
2026-02-24 22:12:21,39,0
2026-02-24 22:12:22,45,0
2026-02-24 22:12:23,52,0
2026-02-24 22:12:24,62,1
2026-02-24 22:12:25,45,1
2026-02-24 22:12:26,54,1
2026-02-24 22:12:27,48,0
2026-02-24 22:12:28,49,0
2026-02-24 22:12:29,53,1
2026-02-24 22:12:30,56,2
2026-02-24 22:12:31,42,0
2026-02-24 22:12:32,50,1
2026-02-24 22:12:33,50,0
2026-02-24 22:12:34,47,0
2026-02-24 22:12:35,35,0
2026-02-24 22:12:36,43,0
2026-02-24 22:12:37,51,3
2026-02-24 22:12:38,53,1
2026-02-24 22:12:39,56,1
2026-02-24 22:12:40,39,0
2026-02-24 22:12:41,60,1
2026-02-24 22:12:42,40,2
2026-02-24 22:12:43,49,1
2026-02-24 22:12:44,50,3
2026-02-24 22:12:45,50,0
2026-02-24 22:12:46,44,1
2026-02-24 22:12:47,48,0
2026-02-24 22:12:48,47,1
2026-02-24 22:12:49,44,0
2026-02-24 22:12:50,48,1
2026-02-24 22:12:51,56,0
2026-02-24 22:12:52,56,0
2026-02-24 22:12:53,45,0
2026-02-24 22:12:54,58,0
2026-02-24 22:12:55,58,1
2026-02-24 22:12:56,62,0
2026-02-24 22:12:57,54,1
2026-02-24 22:12:58,59,0
2026-02-24 22:12:59,53,0
2026-02-24 22:13:00,35,0
2026-02-24 22:13:01,51,0
2026-02-24 22:13:02,54,2
2026-02-24 22:13:03,49,2
2026-02-24 22:13:04,59,0
2026-02-24 22:13:05,44,1
2026-02-24 22:13:06,50,1
2026-02-24 22:13:07,48,0
2026-02-24 22:13:08,65,2
2026-02-24 22:13:09,69,0
2026-02-24 22:13:10,66,0
2026-02-24 22:13:11,60,0
2026-02-24 22:13:12,41,2
2026-02-24 22:13:13,68,0
2026-02-24 22:13:14,59,0
2026-02-24 22:13:15,46,0
2026-02-24 22:13:16,39,1
2026-02-24 22:13:17,40,1
2026-02-24 22:13:18,43,0
2026-02-24 22:13:19,43,1
2026-02-24 22:13:20,52,1
2026-02-24 22:13:21,39,0
2026-02-24 22:13:22,59,0
2026-02-24 22:13:23,45,3
2026-02-24 22:13:24,50,3
2026-02-24 22:13:25,54,0
2026-02-24 22:13:26,45,2
2026-02-24 22:13:27,43,0
2026-02-24 22:13:28,49,0
2026-02-24 22:13:29,46,0
2026-02-24 22:13:30,59,1
2026-02-24 22:13:31,48,0
2026-02-24 22:13:32,42,0
2026-02-24 22:13:33,42,0
2026-02-24 22:13:34,52,1
2026-02-24 22:13:35,30,3
2026-02-24 22:13:36,66,3
2026-02-24 22:13:37,50,0
2026-02-24 22:13:38,45,1
2026-02-24 22:13:39,63,0
2026-02-24 22:13:40,30,0
2026-02-24 22:13:41,55,1
2026-02-24 22:13:42,46,1
2026-02-24 22:13:43,48,1
